ORF	Gene.Name	SGD.Num	GO.Term.Type	GO.Term.Description	GO.Term.Number	Annotation.Status
YLL051C	FRE6	S000003974	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLL052C	AQY2	S000003975	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLL053C		S000003976	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLL054C		S000003977	F	DNA binding	GO:0003677	ORF|Uncharacterized
YLL054C		S000003977	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Uncharacterized
YLL055W	YCT1	S000003978	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLL056C		S000003979	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLL057C	JLP1	S000003980	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLL058W		S000003981	F	transferase activity	GO:0016740	ORF|Uncharacterized
YLL059C		S000003982	F	molecular_function	GO:0003674	ORF|Dubious
YLL060C	GTT2	S000003983	F	transferase activity	GO:0016740	ORF|Verified
YLL061W	MMP1	S000003984	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLL062C	MHT1	S000003985	F	methyltransferase activity	GO:0008168	ORF|Verified
YLL062C	MHT1	S000003985	F	transferase activity	GO:0016740	ORF|Verified
YLL063C	AYT1	S000003986	F	transferase activity	GO:0016740	ORF|Verified
YLL064C	PAU18	S000003987	F	molecular_function	GO:0003674	ORF|Verified
YLL065W		S000003988	F	molecular_function	GO:0003674	ORF|Dubious
YLL066C		S000003989	F	helicase activity	GO:0004386	ORF|Uncharacterized
YLL066C		S000003989	F	hydrolase activity	GO:0016787	ORF|Uncharacterized
YLL066W-A		S000028671	F	molecular_function	GO:0003674	ORF|Dubious
YLL066W-B		S000028672	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLL067C		S000003990	F	helicase activity	GO:0004386	ORF|Uncharacterized
YLL067C		S000003990	F	hydrolase activity	GO:0016787	ORF|Uncharacterized
YLL067W-A		S000028673	F	molecular_function	GO:0003674	ORF|Dubious
YLR001C		S000003991	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR002C	NOC3	S000003992	F	chromatin binding	GO:0003682	ORF|Verified
YLR003C	CMS1	S000003993	F	molecular_function	GO:0003674	ORF|Verified
YLR004C	THI73	S000003994	F	other		ORF|Verified
YLR005W	SSL1	S000003995	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YLR005W	SSL1	S000003995	F	transferase activity	GO:0016740	ORF|Verified
YLR006C	SSK1	S000003996	F	enzyme binding	GO:0019899	ORF|Verified
YLR006C	SSK1	S000003996	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR006C	SSK1	S000003996	F	signal transducer activity	GO:0004871	ORF|Verified
YLR007W	NSE1	S000003997	F	transferase activity	GO:0016740	ORF|Verified
YLR008C	PAM18	S000003998	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR008C	PAM18	S000003998	F	unfolded protein binding	GO:0051082	ORF|Verified
YLR009W	RLP24	S000003999	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR010C	TEN1	S000004000	F	DNA binding	GO:0003677	ORF|Verified
YLR011W	LOT6	S000004001	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR011W	LOT6	S000004001	F	transcription factor binding	GO:0008134	ORF|Verified
YLR012C		S000004002	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR013W	GAT3	S000004003	F	DNA binding	GO:0003677	ORF|Verified
YLR013W	GAT3	S000004003	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR014C	PPR1	S000004004	F	DNA binding	GO:0003677	ORF|Verified
YLR014C	PPR1	S000004004	F	ion binding	GO:0043167	ORF|Verified
YLR014C	PPR1	S000004004	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR015W	BRE2	S000004005	F	methyltransferase activity	GO:0008168	ORF|Verified
YLR015W	BRE2	S000004005	F	transferase activity	GO:0016740	ORF|Verified
YLR016C	PML1	S000004006	F	molecular_function	GO:0003674	ORF|Verified
YLR017W	MEU1	S000004007	F	RNA binding	GO:0003723	ORF|Verified
YLR017W	MEU1	S000004007	F	mRNA binding	GO:0003729	ORF|Verified
YLR017W	MEU1	S000004007	F	transferase activity	GO:0016740	ORF|Verified
YLR017W	MEU1	S000004007	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YLR018C	POM34	S000004008	F	structural molecule activity	GO:0005198	ORF|Verified
YLR019W	PSR2	S000004009	F	hydrolase activity	GO:0016787	ORF|Verified
YLR019W	PSR2	S000004009	F	phosphatase activity	GO:0016791	ORF|Verified
YLR020C	YEH2	S000004010	F	hydrolase activity	GO:0016787	ORF|Verified
YLR021W	IRC25	S000004011	F	molecular_function	GO:0003674	ORF|Verified
YLR022C	SDO1	S000004012	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YLR023C	IZH3	S000004013	F	molecular_function	GO:0003674	ORF|Verified
YLR024C	UBR2	S000004014	F	transferase activity	GO:0016740	ORF|Verified
YLR025W	SNF7	S000004015	F	other		ORF|Verified
YLR026C	SED5	S000004016	F	other		ORF|Verified
YLR027C	AAT2	S000004017	F	transferase activity	GO:0016740	ORF|Verified
YLR028C	ADE16	S000004018	F	hydrolase activity	GO:0016787	ORF|Verified
YLR028C	ADE16	S000004018	F	transferase activity	GO:0016740	ORF|Verified
YLR029C	RPL15A	S000004019	F	RNA binding	GO:0003723	ORF|Verified
YLR029C	RPL15A	S000004019	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR029C	RPL15A	S000004019	F	structural molecule activity	GO:0005198	ORF|Verified
YLR030W		S000004020	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR031W		S000004021	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR032W	RAD5	S000004022	F	ATPase activity	GO:0016887	ORF|Verified
YLR032W	RAD5	S000004022	F	DNA binding	GO:0003677	ORF|Verified
YLR032W	RAD5	S000004022	F	helicase activity	GO:0004386	ORF|Verified
YLR032W	RAD5	S000004022	F	hydrolase activity	GO:0016787	ORF|Verified
YLR033W	RSC58	S000004023	F	ATPase activity	GO:0016887	ORF|Verified
YLR033W	RSC58	S000004023	F	hydrolase activity	GO:0016787	ORF|Verified
YLR034C	SMF3	S000004024	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR035C	MLH2	S000004025	F	molecular_function	GO:0003674	ORF|Verified
YLR036C		S000004026	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR037C	PAU23	S000004027	F	molecular_function	GO:0003674	ORF|Verified
YLR038C	COX12	S000004028	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR038C	COX12	S000004028	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR039C	RIC1	S000004029	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YLR040C	AFB1	S000004030	F	molecular_function	GO:0003674	ORF|Verified
YLR041W		S000004031	F	molecular_function	GO:0003674	ORF|Dubious
YLR042C		S000004032	F	molecular_function	GO:0003674	ORF|Verified
YLR043C	TRX1	S000004033	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR044C	PDC1	S000004034	F	lyase activity	GO:0016829	ORF|Verified
YLR045C	STU2	S000004035	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YLR045C	STU2	S000004035	F	structural molecule activity	GO:0005198	ORF|Verified
YLR046C		S000004036	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR047C	FRE8	S000004037	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR048W	RPS0B	S000004038	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR048W	RPS0B	S000004038	F	structural molecule activity	GO:0005198	ORF|Verified
YLR049C		S000004039	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR050C		S000004040	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR051C	FCF2	S000004041	F	molecular_function	GO:0003674	ORF|Verified
YLR052W	IES3	S000004042	F	molecular_function	GO:0003674	ORF|Verified
YLR053C		S000004043	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR054C	OSW2	S000004044	F	molecular_function	GO:0003674	ORF|Verified
YLR055C	SPT8	S000004045	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YLR055C	SPT8	S000004045	F	transcription factor binding	GO:0008134	ORF|Verified
YLR056W	ERG3	S000004046	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR057W	MNL2	S000004047	F	molecular_function	GO:0003674	ORF|Verified
YLR058C	SHM2	S000004048	F	transferase activity	GO:0016740	ORF|Verified
YLR059C	REX2	S000004049	F	hydrolase activity	GO:0016787	ORF|Verified
YLR059C	REX2	S000004049	F	nuclease activity	GO:0004518	ORF|Verified
YLR060W	FRS1	S000004050	F	ligase activity	GO:0016874	ORF|Verified
YLR061W	RPL22A	S000004051	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR061W	RPL22A	S000004051	F	structural molecule activity	GO:0005198	ORF|Verified
YLR062C	BUD28	S000004052	F	molecular_function	GO:0003674	ORF|Dubious
YLR063W	BMT6	S000004053	F	methyltransferase activity	GO:0008168	ORF|Verified
YLR063W	BMT6	S000004053	F	transferase activity	GO:0016740	ORF|Verified
YLR064W	PER33	S000004054	F	molecular_function	GO:0003674	ORF|Verified
YLR065C	ENV10	S000004055	F	molecular_function	GO:0003674	ORF|Verified
YLR066W	SPC3	S000004056	F	hydrolase activity	GO:0016787	ORF|Verified
YLR066W	SPC3	S000004056	F	peptidase activity	GO:0008233	ORF|Verified
YLR067C	PET309	S000004057	F	RNA binding	GO:0003723	ORF|Verified
YLR067C	PET309	S000004057	F	mRNA binding	GO:0003729	ORF|Verified
YLR068W	FYV7	S000004058	F	molecular_function	GO:0003674	ORF|Verified
YLR069C	MEF1	S000004059	F	RNA binding	GO:0003723	ORF|Verified
YLR069C	MEF1	S000004059	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YLR070C	XYL2	S000004060	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR071C	RGR1	S000004061	F	transcription factor binding	GO:0008134	ORF|Verified
YLR072W	LAM6	S000004062	F	other		ORF|Verified
YLR073C	RFU1	S000004063	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR074C	BUD20	S000004064	F	other		ORF|Verified
YLR075W	RPL10	S000004065	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR075W	RPL10	S000004065	F	structural molecule activity	GO:0005198	ORF|Verified
YLR076C		S000004066	F	molecular_function	GO:0003674	ORF|Dubious
YLR077W	FMP25	S000004067	F	molecular_function	GO:0003674	ORF|Verified
YLR078C	BOS1	S000004068	F	other		ORF|Verified
YLR079W	SIC1	S000004069	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR080W	EMP46	S000004070	F	other		ORF|Verified
YLR081W	GAL2	S000004071	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR082C	SRL2	S000004072	F	molecular_function	GO:0003674	ORF|Verified
YLR083C	EMP70	S000004073	F	molecular_function	GO:0003674	ORF|Verified
YLR084C	RAX2	S000004074	F	molecular_function	GO:0003674	ORF|Verified
YLR085C	ARP6	S000004075	F	chromatin binding	GO:0003682	ORF|Verified
YLR086W	SMC4	S000004076	F	ATPase activity	GO:0016887	ORF|Verified
YLR086W	SMC4	S000004076	F	chromatin binding	GO:0003682	ORF|Verified
YLR086W	SMC4	S000004076	F	hydrolase activity	GO:0016787	ORF|Verified
YLR087C	CSF1	S000004077	F	molecular_function	GO:0003674	ORF|Verified
YLR088W	GAA1	S000004078	F	hydrolase activity	GO:0016787	ORF|Verified
YLR089C	ALT1	S000004079	F	transferase activity	GO:0016740	ORF|Verified
YLR090W	XDJ1	S000004080	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR091W	GEP5	S000004081	F	molecular_function	GO:0003674	ORF|Verified
YLR092W	SUL2	S000004082	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR093C	NYV1	S000004083	F	other		ORF|Verified
YLR094C	GIS3	S000004084	F	molecular_function	GO:0003674	ORF|Verified
YLR095C	IOC2	S000004085	F	ATPase activity	GO:0016887	ORF|Verified
YLR095C	IOC2	S000004085	F	DNA binding	GO:0003677	ORF|Verified
YLR095C	IOC2	S000004085	F	chromatin binding	GO:0003682	ORF|Verified
YLR095C	IOC2	S000004085	F	hydrolase activity	GO:0016787	ORF|Verified
YLR096W	KIN2	S000004086	F	kinase activity	GO:0016301	ORF|Verified
YLR096W	KIN2	S000004086	F	transferase activity	GO:0016740	ORF|Verified
YLR097C	HRT3	S000004087	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR097C	HRT3	S000004087	F	transferase activity	GO:0016740	ORF|Verified
YLR098C	CHA4	S000004088	F	DNA binding	GO:0003677	ORF|Verified
YLR098C	CHA4	S000004088	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR099C	ICT1	S000004089	F	transferase activity	GO:0016740	ORF|Verified
YLR099W-A	MIM2	S000007618	F	molecular_function	GO:0003674	ORF|Verified
YLR100W	ERG27	S000004090	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR101C		S000004091	F	molecular_function	GO:0003674	ORF|Dubious
YLR102C	APC9	S000004092	F	transferase activity	GO:0016740	ORF|Verified
YLR103C	CDC45	S000004093	F	DNA binding	GO:0003677	ORF|Verified
YLR103C	CDC45	S000004093	F	chromatin binding	GO:0003682	ORF|Verified
YLR104W	LCL2	S000004094	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR105C	SEN2	S000004095	F	hydrolase activity	GO:0016787	ORF|Verified
YLR105C	SEN2	S000004095	F	nuclease activity	GO:0004518	ORF|Verified
YLR106C	MDN1	S000004096	F	ATPase activity	GO:0016887	ORF|Verified
YLR106C	MDN1	S000004096	F	hydrolase activity	GO:0016787	ORF|Verified
YLR107W	REX3	S000004097	F	hydrolase activity	GO:0016787	ORF|Verified
YLR107W	REX3	S000004097	F	nuclease activity	GO:0004518	ORF|Verified
YLR108C		S000004098	F	molecular_function	GO:0003674	ORF|Verified
YLR109W	AHP1	S000004099	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR110C	CCW12	S000004100	F	structural molecule activity	GO:0005198	ORF|Verified
YLR111W		S000004101	F	molecular_function	GO:0003674	ORF|Dubious
YLR112W		S000004102	F	molecular_function	GO:0003674	ORF|Dubious
YLR113W	HOG1	S000004103	F	chromatin binding	GO:0003682	ORF|Verified
YLR113W	HOG1	S000004103	F	kinase activity	GO:0016301	ORF|Verified
YLR113W	HOG1	S000004103	F	signal transducer activity	GO:0004871	ORF|Verified
YLR113W	HOG1	S000004103	F	transferase activity	GO:0016740	ORF|Verified
YLR114C	AVL9	S000004104	F	molecular_function	GO:0003674	ORF|Verified
YLR115W	CFT2	S000004105	F	RNA binding	GO:0003723	ORF|Verified
YLR116W	MSL5	S000004106	F	RNA binding	GO:0003723	ORF|Verified
YLR117C	CLF1	S000004107	F	DNA binding	GO:0003677	ORF|Verified
YLR117C	CLF1	S000004107	F	chromatin binding	GO:0003682	ORF|Verified
YLR118C		S000004108	F	hydrolase activity	GO:0016787	ORF|Verified
YLR119W	SRN2	S000004109	F	other		ORF|Verified
YLR120C	YPS1	S000004110	F	hydrolase activity	GO:0016787	ORF|Verified
YLR120C	YPS1	S000004110	F	peptidase activity	GO:0008233	ORF|Verified
YLR120W-A		S000028674	F	molecular_function	GO:0003674	ORF|Dubious
YLR121C	YPS3	S000004111	F	hydrolase activity	GO:0016787	ORF|Verified
YLR121C	YPS3	S000004111	F	peptidase activity	GO:0008233	ORF|Verified
YLR122C		S000004112	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR123C		S000004113	F	molecular_function	GO:0003674	ORF|Dubious
YLR124W		S000004114	F	molecular_function	GO:0003674	ORF|Dubious
YLR125W		S000004115	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR126C		S000004116	F	molecular_function	GO:0003674	ORF|Verified
YLR127C	APC2	S000004117	F	transferase activity	GO:0016740	ORF|Verified
YLR128W	DCN1	S000004118	F	enzyme binding	GO:0019899	ORF|Verified
YLR128W	DCN1	S000004118	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR128W	DCN1	S000004118	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YLR129W	DIP2	S000004119	F	RNA binding	GO:0003723	ORF|Verified
YLR130C	ZRT2	S000004120	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR131C	ACE2	S000004121	F	DNA binding	GO:0003677	ORF|Verified
YLR131C	ACE2	S000004121	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR132C	USB1	S000004122	F	hydrolase activity	GO:0016787	ORF|Verified
YLR132C	USB1	S000004122	F	nuclease activity	GO:0004518	ORF|Verified
YLR133W	CKI1	S000004123	F	kinase activity	GO:0016301	ORF|Verified
YLR133W	CKI1	S000004123	F	transferase activity	GO:0016740	ORF|Verified
YLR134W	PDC5	S000004124	F	lyase activity	GO:0016829	ORF|Verified
YLR135W	SLX4	S000004125	F	hydrolase activity	GO:0016787	ORF|Verified
YLR135W	SLX4	S000004125	F	nuclease activity	GO:0004518	ORF|Verified
YLR136C	TIS11	S000004126	F	RNA binding	GO:0003723	ORF|Verified
YLR136C	TIS11	S000004126	F	mRNA binding	GO:0003729	ORF|Verified
YLR137W	RKM5	S000004127	F	methyltransferase activity	GO:0008168	ORF|Verified
YLR137W	RKM5	S000004127	F	transferase activity	GO:0016740	ORF|Verified
YLR138W	NHA1	S000004128	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR139C	SLS1	S000004129	F	molecular_function	GO:0003674	ORF|Verified
YLR140W		S000004130	F	molecular_function	GO:0003674	ORF|Dubious
YLR141W	RRN5	S000004131	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YLR142W	PUT1	S000004132	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR143W	DPH6	S000004133	F	ligase activity	GO:0016874	ORF|Verified
YLR144C	ACF2	S000004134	F	hydrolase activity	GO:0016787	ORF|Verified
YLR144C	ACF2	S000004134	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YLR145W	RMP1	S000004135	F	RNA binding	GO:0003723	ORF|Verified
YLR145W	RMP1	S000004135	F	rRNA binding	GO:0019843	ORF|Verified
YLR146C	SPE4	S000004136	F	transferase activity	GO:0016740	ORF|Verified
YLR146W-A		S000113566	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR147C	SMD3	S000004137	F	RNA binding	GO:0003723	ORF|Verified
YLR147C	SMD3	S000004137	F	mRNA binding	GO:0003729	ORF|Verified
YLR148W	PEP3	S000004138	F	ion binding	GO:0043167	ORF|Verified
YLR148W	PEP3	S000004138	F	lipid binding	GO:0008289	ORF|Verified
YLR148W	PEP3	S000004138	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR149C		S000004139	F	molecular_function	GO:0003674	ORF|Verified
YLR149C-A		S000007619	F	molecular_function	GO:0003674	ORF|Dubious
YLR150W	STM1	S000004140	F	DNA binding	GO:0003677	ORF|Verified
YLR151C	PCD1	S000004141	F	hydrolase activity	GO:0016787	ORF|Verified
YLR152C		S000004142	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR153C	ACS2	S000004143	F	ligase activity	GO:0016874	ORF|Verified
YLR154C	RNH203	S000004144	F	hydrolase activity	GO:0016787	ORF|Verified
YLR154C	RNH203	S000004144	F	nuclease activity	GO:0004518	ORF|Verified
YLR154C-G		S000028561	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR154C-H		S000028562	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR154W-A		S000028675	F	molecular_function	GO:0003674	ORF|Dubious
YLR154W-B		S000028563	F	molecular_function	GO:0003674	ORF|Dubious
YLR154W-C	TAR1	S000028422	F	molecular_function	GO:0003674	ORF|Verified
YLR154W-E		S000028676	F	molecular_function	GO:0003674	ORF|Dubious
YLR154W-F		S000028843	F	molecular_function	GO:0003674	ORF|Dubious
YLR155C	ASP3-1	S000004145	F	hydrolase activity	GO:0016787	ORF|Verified
YLR156C-A		S000028564	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR156W		S000004146	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR157C	ASP3-2	S000004147	F	hydrolase activity	GO:0016787	ORF|Verified
YLR157C-C		S000028565	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR157W-D		S000028677	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR157W-E		S000028678	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR158C	ASP3-3	S000004148	F	hydrolase activity	GO:0016787	ORF|Verified
YLR159C-A		S000028566	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR159W		S000004149	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR160C	ASP3-4	S000004150	F	hydrolase activity	GO:0016787	ORF|Verified
YLR161W		S000004151	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR162W		S000004152	F	molecular_function	GO:0003674	ORF|Verified
YLR162W-A	RRT15	S000028567	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR163C	MAS1	S000004153	F	hydrolase activity	GO:0016787	ORF|Verified
YLR163C	MAS1	S000004153	F	peptidase activity	GO:0008233	ORF|Verified
YLR163W-A		S000028844	F	molecular_function	GO:0003674	ORF|Dubious
YLR164W	SHH4	S000004154	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR165C	PUS5	S000004155	F	lyase activity	GO:0016829	ORF|Verified
YLR166C	SEC10	S000004156	F	molecular_function	GO:0003674	ORF|Verified
YLR167W	RPS31	S000004157	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR167W	RPS31	S000004157	F	structural molecule activity	GO:0005198	ORF|Verified
YLR168C	UPS2	S000004158	F	molecular_function	GO:0003674	ORF|Verified
YLR169W		S000004159	F	molecular_function	GO:0003674	ORF|Dubious
YLR170C	APS1	S000004160	F	other		ORF|Verified
YLR171W		S000004161	F	molecular_function	GO:0003674	ORF|Dubious
YLR172C	DPH5	S000004162	F	methyltransferase activity	GO:0008168	ORF|Verified
YLR172C	DPH5	S000004162	F	transferase activity	GO:0016740	ORF|Verified
YLR173W		S000004163	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR174W	IDP2	S000004164	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR175W	CBF5	S000004165	F	RNA binding	GO:0003723	ORF|Verified
YLR175W	CBF5	S000004165	F	isomerase activity	GO:0016853	ORF|Verified
YLR175W	CBF5	S000004165	F	mRNA binding	GO:0003729	ORF|Verified
YLR176C	RFX1	S000004166	F	DNA binding	GO:0003677	ORF|Verified
YLR177W		S000004167	F	molecular_function	GO:0003674	ORF|Uncharacterized
YLR178C	TFS1	S000004168	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR178C	TFS1	S000004168	F	ion binding	GO:0043167	ORF|Verified
YLR178C	TFS1	S000004168	F	lipid binding	GO:0008289	ORF|Verified
YLR179C		S000004169	F	molecular_function	GO:0003674	ORF|Verified
YLR180W	SAM1	S000004170	F	transferase activity	GO:0016740	ORF|Verified
YLR181C	VTA1	S000004171	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR182W	SWI6	S000004172	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YLR183C	TOS4	S000004173	F	chromatin binding	GO:0003682	ORF|Verified
YLR184W		S000004174	F	molecular_function	GO:0003674	ORF|Dubious
YLR185W	RPL37A	S000004175	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YLR185W	RPL37A	S000004175	F	structural molecule activity	GO:0005198	ORF|Verified
YLR186W	EMG1	S000004176	F	methyltransferase activity	GO:0008168	ORF|Verified
YLR186W	EMG1	S000004176	F	transferase activity	GO:0016740	ORF|Verified
YLR187W	SKG3	S000004177	F	molecular_function	GO:0003674	ORF|Verified
YLR188W	MDL1	S000004178	F	ATPase activity	GO:0016887	ORF|Verified
YLR188W	MDL1	S000004178	F	hydrolase activity	GO:0016787	ORF|Verified
YLR188W	MDL1	S000004178	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR189C	ATG26	S000004179	F	transferase activity	GO:0016740	ORF|Verified
YLR189C	ATG26	S000004179	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YLR190W	MMR1	S000004180	F	molecular_function	GO:0003674	ORF|Verified
YLR191W	PEX13	S000004181	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR192C	HCR1	S000004182	F	RNA binding	GO:0003723	ORF|Verified
YLR192C	HCR1	S000004182	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YLR193C	UPS1	S000004183	F	other		ORF|Verified
YLR194C	NCW2	S000004184	F	structural molecule activity	GO:0005198	ORF|Verified
YLR195C	NMT1	S000004185	F	transferase activity	GO:0016740	ORF|Verified
YLR196W	PWP1	S000004186	F	molecular_function	GO:0003674	ORF|Verified
YLR197W	NOP56	S000004187	F	RNA binding	GO:0003723	ORF|Verified
YLR197W	NOP56	S000004187	F	mRNA binding	GO:0003729	ORF|Verified
YLR198C		S000004188	F	molecular_function	GO:0003674	ORF|Dubious
YLR199C	PBA1	S000004189	F	molecular_function	GO:0003674	ORF|Verified
YLR200W	YKE2	S000004190	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YLR201C	COQ9	S000004191	F	molecular_function	GO:0003674	ORF|Verified
YLR202C		S000004192	F	molecular_function	GO:0003674	ORF|Dubious
YLR203C	MSS51	S000004193	F	other		ORF|Verified
YLR204W	QRI5	S000004194	F	molecular_function	GO:0003674	ORF|Verified
YLR205C	HMX1	S000004195	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR206W	ENT2	S000004196	F	other		ORF|Verified
YLR207W	HRD3	S000004197	F	transferase activity	GO:0016740	ORF|Verified
YLR208W	SEC13	S000004198	F	structural molecule activity	GO:0005198	ORF|Verified
YLR209C	PNP1	S000004199	F	hydrolase activity	GO:0016787	ORF|Verified
YLR209C	PNP1	S000004199	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YLR209C	PNP1	S000004199	F	transferase activity	GO:0016740	ORF|Verified
YLR209C	PNP1	S000004199	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YLR210W	CLB4	S000004200	F	enzyme regulator activity	GO:0030234	ORF|Verified
YLR211C	ATG38	S000004201	F	structural molecule activity	GO:0005198	ORF|Verified
YLR212C	TUB4	S000004202	F	structural molecule activity	GO:0005198	ORF|Verified
YLR213C	CRR1	S000004203	F	hydrolase activity	GO:0016787	ORF|Verified
YLR214W	FRE1	S000004204	F	oxidoreductase activity	GO:0016491	ORF|Verified
YLR215C	CDC123	S000004205	F	ion binding	GO:0043167	ORF|Verified
YLR216C	CPR6	S000004206	F	isomerase activity	GO:0016853	ORF|Verified
YLR216C	CPR6	S000004206	F	unfolded protein binding	GO:0051082	ORF|Verified
YLR217W		S000004207	F	molecular_function	GO:0003674	ORF|Dubious
YLR218C	COA4	S000004208	F	molecular_function	GO:0003674	ORF|Verified
YLR219W	MSC3	S000004209	F	molecular_function	GO:0003674	ORF|Verified
YLR220W	CCC1	S000004210	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YLR221C	RSA3	S000004211	F	molecular_function	GO:0003674	ORF|Verified
YLR222C	UTP13	S000004212	F	RNA binding	GO:0003723	ORF|Verified
YLR222C-A		S000028568	F	molecular_function	GO:0003674	ORF|Dubious
YLR223C	IFH1	S000004213	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YLR224W	UCC1	S000004214	F	protein binding, bridging	GO:0030674	ORF|Verified
YLR224W	UCC1	S000004214	F	transferase activity	GO:0016740	ORF|Verified
YLR225C		S000004215	F	molecular_function	GO:0003674	ORF|Uncharacterized
