"ORF","ontology","term"
"YLL050C","BP","Golgi to plasma membrane protein transport"
"YLL050C","BP","actin filament severing"
"YLL050C","MF","actin filament binding"
"YLL051C","MF","ferric-chelate reductase activity"
"YLL051C","CC","fungal-type vacuole"
"YLL051C","CC","fungal-type vacuole membrane"
"YLL051C","CC","vacuole"
"YLL051C","CC","vacuolar membrane"
"YLL051C","CC","plasma membrane"
"YLL051C","BP","monoatomic ion transport"
"YLL051C","BP","iron ion transport"
"YLL051C","BP","intracellular iron ion homeostasis"
"YLL051C","BP","intracellular sequestering of iron ion"
"YLL051C","BP","copper ion import"
"YLL051C","CC","membrane"
"YLL051C","MF","oxidoreductase activity"
"YLL051C","MF","metal ion binding"
"YLL051C","MF","ferric-chelate reductase (NADPH) activity"
"YLL051C","BP","iron ion homeostasis"
"YLL052C","CC","endoplasmic reticulum"
"YLL052C","CC","endoplasmic reticulum membrane"
"YLL052C","CC","cytosol"
"YLL052C","CC","plasma membrane"
"YLL052C","BP","water transport"
"YLL052C","MF","water channel activity"
"YLL052C","CC","membrane"
"YLL052C","BP","transmembrane transport"
"YLL053C","MF","molecular_function"
"YLL053C","CC","plasma membrane"
"YLL053C","BP","water transport"
"YLL053C","BP","biological_process"
"YLL053C","MF","water channel activity"
"YLL053C","MF","channel activity"
"YLL053C","CC","membrane"
"YLL053C","BP","transmembrane transport"
"YLL054C","MF","DNA-binding transcription factor activity, RNA polymerase II-specific"
"YLL054C","MF","DNA binding"
"YLL054C","CC","cellular_component"
"YLL054C","CC","nucleus"
"YLL054C","BP","regulation of DNA-templated transcription"
"YLL054C","BP","biological_process"
"YLL054C","MF","zinc ion binding"
"YLL054C","MF","sequence-specific DNA binding"
"YLL054C","BP","positive regulation of transcription by RNA polymerase II"
"YLL054C","MF","metal ion binding"
"YLL055W","CC","endoplasmic reticulum"
"YLL055W","CC","endoplasmic reticulum membrane"
"YLL055W","CC","plasma membrane"
"YLL055W","BP","amino acid transport"
"YLL055W","CC","membrane"
"YLL055W","MF","transmembrane transporter activity"
"YLL055W","MF","cysteine transmembrane transporter activity"
"YLL055W","BP","cysteine transport"
"YLL055W","BP","transmembrane transport"
"YLL055W","CC","cell periphery"
"YLL055W","BP","cysteine transmembrane transport"
"YLL056C","MF","catalytic activity"
"YLL056C","MF","aldehyde dehydrogenase (NAD+) activity"
"YLL056C","CC","cytoplasm"
"YLL056C","BP","biological_process"
"YLL057C","MF","sulfonate dioxygenase activity"
"YLL057C","MF","taurine dioxygenase activity"
"YLL057C","CC","cellular_component"
"YLL057C","CC","cytoplasm"
"YLL057C","MF","oxidoreductase activity"
"YLL057C","BP","sulfur compound catabolic process"
"YLL057C","BP","alkanesulfonate catabolic process"
"YLL057C","MF","metal ion binding"
"YLL057C","MF","dioxygenase activity"
"YLL058W","MF","catalytic activity"
"YLL058W","MF","cystathionine gamma-synthase activity"
"YLL058W","CC","cellular_component"
"YLL058W","BP","sulfur compound metabolic process"
"YLL058W","BP","amino acid biosynthetic process"
"YLL058W","BP","methionine biosynthetic process"
"YLL058W","MF","transferase activity"
"YLL058W","BP","transsulfuration"
"YLL058W","MF","pyridoxal phosphate binding"
"YLL058W","MF","cystathionine gamma-synthase activity (acts on O-phosphohomoserine)"
"YLL060C","MF","glutathione transferase activity"
"YLL060C","CC","cytoplasm"
"YLL060C","CC","mitochondrion"
"YLL060C","BP","glutathione metabolic process"
"YLL060C","MF","transferase activity"
"YLL060C","MF","glutathione binding"
"YLL061W","MF","S-methylmethionine transmembrane transporter activity"
"YLL061W","BP","amino acid transmembrane transport"
"YLL061W","CC","endoplasmic reticulum"
"YLL061W","CC","plasma membrane"
"YLL061W","BP","amino acid transport"
"YLL061W","MF","amino acid transmembrane transporter activity"
"YLL061W","BP","S-methylmethionine transport"
"YLL061W","CC","membrane"
"YLL061W","BP","transmembrane transport"
"YLL061W","CC","cell periphery"
"YLL062C","BP","sulfur amino acid metabolic process"
"YLL062C","CC","cytoplasm"
"YLL062C","MF","methyltransferase activity"
"YLL062C","MF","zinc ion binding"
"YLL062C","BP","amino acid biosynthetic process"
"YLL062C","MF","S-adenosylmethionine-homocysteine S-methyltransferase activity"
"YLL062C","BP","methionine biosynthetic process"
"YLL062C","MF","transferase activity"
"YLL062C","BP","methylation"
"YLL062C","MF","metal ion binding"
"YLL062C","MF","betaine-homocysteine S-methyltransferase activity"
"YLL063C","CC","cellular_component"
"YLL063C","MF","transferase activity"
"YLL063C","MF","acyltransferase activity"
"YLL063C","MF","acyltransferase activity, transferring groups other than amino-acyl groups"
"YLL063C","BP","mycotoxin catabolic process"
"YLL063C","MF","trichothecene 3-O-acetyltransferase activity"
"YLL064C","MF","molecular_function"
"YLL064C","MF","structural constituent of cell wall"
"YLL064C","CC","cellular_component"
"YLL064C","BP","biological_process"
"YLL064C","CC","fungal-type cell wall"
"YLL064C","BP","fungal-type cell wall organization"
"YLL066C","MF","nucleotide binding"
"YLL066C","MF","nucleic acid binding"
"YLL066C","MF","DNA helicase activity"
"YLL066C","MF","helicase activity"
"YLL066C","MF","ATP binding"
"YLL066C","CC","cellular_component"
"YLL066C","CC","cytoplasm"
"YLL066C","BP","biological_process"
"YLL066C","MF","hydrolase activity"
"YLL066C","BP","DNA duplex unwinding"
"YLL066W-B","MF","molecular_function"
"YLL066W-B","CC","cellular_component"
"YLL066W-B","BP","biological_process"
"YLL067C","MF","nucleotide binding"
"YLL067C","MF","DNA helicase activity"
"YLL067C","MF","helicase activity"
"YLL067C","MF","ATP binding"
"YLL067C","CC","cellular_component"
"YLL067C","CC","cytoplasm"
"YLL067C","BP","biological_process"
"YLL067C","MF","hydrolase activity"
"YLL067C","BP","DNA duplex unwinding"
"YLR001C","CC","fungal-type vacuole"
"YLR001C","CC","fungal-type vacuole membrane"
"YLR001C","MF","molecular_function"
"YLR001C","CC","extracellular space"
"YLR001C","CC","mitochondrion"
"YLR001C","CC","vacuole"
"YLR001C","CC","vacuolar membrane"
"YLR001C","BP","biological_process"
"YLR001C","CC","membrane"
"YLR001C","BP","macroautophagy"
"YLR002C","MF","chromatin binding"
"YLR002C","CC","nucleus"
"YLR002C","CC","nucleoplasm"
"YLR002C","CC","nuclear pre-replicative complex"
"YLR002C","CC","nucleolus"
"YLR002C","BP","DNA replication"
"YLR002C","BP","pre-replicative complex assembly involved in nuclear cell cycle DNA replication"
"YLR002C","BP","DNA replication initiation"
"YLR002C","BP","rRNA processing"
"YLR002C","BP","cell cycle"
"YLR002C","CC","Noc2p-Noc3p complex"
"YLR002C","BP","ribosome biogenesis"
"YLR002C","BP","ribosomal large subunit biogenesis"
"YLR002C","BP","cell division"
"YLR003C","MF","molecular_function"
"YLR003C","CC","nucleus"
"YLR003C","CC","cytoplasm"
"YLR003C","BP","biological_process"
"YLR003C","CC","90S preribosome"
"YLR004C","CC","endoplasmic reticulum"
"YLR004C","CC","endoplasmic reticulum membrane"
"YLR004C","CC","plasma membrane"
"YLR004C","CC","membrane"
"YLR004C","MF","transmembrane transporter activity"
"YLR004C","BP","transmembrane transport"
"YLR004C","CC","cell periphery"
"YLR005W","CC","nucleotide-excision repair factor 3 complex"
"YLR005W","CC","transcription factor TFIIH core complex"
"YLR005W","CC","nucleus"
"YLR005W","CC","transcription factor TFIIH holo complex"
"YLR005W","BP","DNA repair"
"YLR005W","BP","nucleotide-excision repair"
"YLR005W","BP","DNA-templated transcription"
"YLR005W","BP","regulation of transcription by RNA polymerase II"
"YLR005W","BP","transcription by RNA polymerase II"
"YLR005W","BP","cellular response to DNA damage stimulus"
"YLR005W","MF","zinc ion binding"
"YLR005W","BP","protein ubiquitination"
"YLR005W","MF","metal ion binding"
"YLR005W","MF","ubiquitin protein ligase activity"
"YLR005W","BP","phosphorylation of RNA polymerase II C-terminal domain"
"YLR006C","MF","phosphorelay sensor kinase activity"
"YLR006C","MF","phosphorelay response regulator activity"
"YLR006C","BP","phosphorelay signal transduction system"
"YLR006C","CC","cytoplasm"
"YLR006C","BP","osmosensory signaling via phosphorelay pathway"
"YLR006C","MF","protein kinase activator activity"
"YLR006C","MF","mitogen-activated protein kinase kinase kinase binding"
"YLR006C","BP","positive regulation of protein autophosphorylation"
"YLR006C","CC","Mcs4 RR-MAPKKK complex"
"YLR006C","BP","positive regulation of actin cytoskeleton reorganization"
"YLR007W","BP","double-strand break repair via homologous recombination"
"YLR007W","MF","ubiquitin-protein transferase activity"
"YLR007W","CC","nucleus"
"YLR007W","BP","DNA repair"
"YLR007W","BP","postreplication repair"
"YLR007W","BP","DNA recombination"
"YLR007W","BP","cellular response to DNA damage stimulus"
"YLR007W","BP","protein ubiquitination"
"YLR007W","MF","transferase activity"
"YLR007W","BP","protein sumoylation"
"YLR007W","MF","SUMO transferase activity"
"YLR007W","CC","Smc5-Smc6 complex"
"YLR007W","MF","metal ion binding"
"YLR008C","CC","PAM complex, Tim23 associated import motor"
"YLR008C","MF","ATPase activator activity"
"YLR008C","CC","mitochondrion"
"YLR008C","CC","mitochondrial inner membrane"
"YLR008C","CC","TIM23 mitochondrial import inner membrane translocase complex"
"YLR008C","BP","protein transport"
"YLR008C","CC","membrane"
"YLR008C","BP","protein import into mitochondrial matrix"
"YLR008C","BP","positive regulation of ATP-dependent activity"
"YLR009W","BP","ribosomal large subunit assembly"
"YLR009W","MF","ATPase activator activity"
"YLR009W","MF","RNA binding"
"YLR009W","MF","structural constituent of ribosome"
"YLR009W","CC","nucleus"
"YLR009W","CC","nucleolus"
"YLR009W","CC","cytoplasm"
"YLR009W","BP","translation"
"YLR009W","CC","cytosolic large ribosomal subunit"
"YLR009W","CC","preribosome, large subunit precursor"
"YLR009W","BP","ribosome biogenesis"
"YLR009W","BP","ribosomal large subunit biogenesis"
"YLR009W","BP","assembly of large subunit precursor of preribosome"
"YLR010C","CC","chromosome, telomeric region"
"YLR010C","MF","transcription elongation factor activity"
"YLR010C","CC","nucleus"
"YLR010C","CC","chromosome"
"YLR010C","BP","regulation of transcription by RNA polymerase II"
"YLR010C","BP","telomere maintenance via telomerase"
"YLR010C","BP","telomere capping"
"YLR010C","BP","negative regulation of telomere maintenance"
"YLR010C","MF","single-stranded telomeric DNA binding"
"YLR010C","MF","translation elongation factor binding"
"YLR010C","CC","CST complex"
"YLR011W","MF","NAD(P)H dehydrogenase (quinone) activity"
"YLR011W","CC","nucleus"
"YLR011W","CC","cytoplasm"
"YLR011W","CC","cytosol"
"YLR011W","BP","apoptotic process"
"YLR011W","MF","transcription factor binding"
"YLR011W","MF","FMN binding"
"YLR011W","MF","oxidoreductase activity"
"YLR011W","BP","cellular response to oxidative stress"
"YLR011W","BP","cytoplasmic sequestering of transcription factor"
"YLR011W","MF","FMN reductase (NADPH) activity"
"YLR011W","MF","FMN reductase (NADH) activity"
"YLR012C","MF","molecular_function"
"YLR012C","CC","cellular_component"
"YLR012C","BP","biological_process"
"YLR013W","MF","DNA binding"
"YLR013W","CC","cellular_component"
"YLR013W","BP","regulation of DNA-templated transcription"
"YLR013W","BP","regulation of transcription by RNA polymerase II"
"YLR013W","MF","zinc ion binding"
"YLR013W","MF","sequence-specific DNA binding"
"YLR013W","MF","metal ion binding"
"YLR014C","MF","DNA-binding transcription factor activity, RNA polymerase II-specific"
"YLR014C","MF","DNA binding"
"YLR014C","CC","nucleus"
"YLR014C","BP","pyrimidine nucleotide biosynthetic process"
"YLR014C","BP","DNA-templated transcription"
"YLR014C","BP","regulation of DNA-templated transcription"
"YLR014C","MF","zinc ion binding"
"YLR014C","MF","sequence-specific DNA binding"
"YLR014C","BP","positive regulation of transcription by RNA polymerase II"
"YLR014C","MF","metal ion binding"
"YLR014C","BP","positive regulation of pyrimidine nucleotide biosynthetic process"
"YLR015W","BP","telomere maintenance"
"YLR015W","CC","chromosome, telomeric region"
"YLR015W","MF","transcription cis-regulatory region binding"
"YLR015W","CC","nucleus"
"YLR015W","CC","chromosome"
"YLR015W","MF","histone H3K4 methyltransferase activity"
"YLR015W","CC","Set1C/COMPASS complex"
"YLR015W","BP","histone H3-K4 methylation"
"YLR015W","BP","histone H3-K4 trimethylation"
"YLR016C","BP","mRNA splicing, via spliceosome"
"YLR016C","MF","molecular_function"
"YLR016C","MF","mRNA binding"
"YLR016C","CC","nucleus"
"YLR016C","CC","cytoplasm"
"YLR016C","BP","mRNA processing"
"YLR016C","BP","mRNA export from nucleus"
"YLR016C","BP","RNA splicing"
"YLR016C","BP","maintenance of RNA location"
"YLR016C","CC","RES complex"
"YLR017W","MF","mRNA binding"
"YLR017W","MF","catalytic activity"
"YLR017W","MF","purine-nucleoside phosphorylase activity"
"YLR017W","CC","nucleus"
"YLR017W","CC","cytoplasm"
"YLR017W","CC","cytosol"
"YLR017W","BP","purine ribonucleoside salvage"
"YLR017W","BP","glutamate biosynthetic process"
"YLR017W","BP","nucleoside metabolic process"
"YLR017W","MF","transferase activity"
"YLR017W","MF","glycosyltransferase activity"
"YLR017W","MF","pentosyltransferase activity"
"YLR017W","MF","S-methyl-5-thioadenosine phosphorylase activity"
"YLR017W","BP","L-methionine salvage from methylthioadenosine"
"YLR018C","CC","nucleus"
"YLR018C","CC","nuclear pore"
"YLR018C","BP","protein import into nucleus"
"YLR018C","BP","nucleocytoplasmic transport"
"YLR018C","BP","nuclear pore organization"
"YLR018C","BP","protein transport"
"YLR018C","CC","membrane"
"YLR018C","MF","structural constituent of nuclear pore"
"YLR018C","BP","spindle pole body duplication"
"YLR018C","CC","nuclear membrane"
"YLR018C","CC","nuclear periphery"
"YLR018C","BP","mRNA transport"
"YLR018C","CC","nuclear pore transmembrane ring"
"YLR019W","MF","phosphoprotein phosphatase activity"
"YLR019W","CC","cytosol"
"YLR019W","CC","plasma membrane"
"YLR019W","BP","protein dephosphorylation"
"YLR019W","CC","membrane"
"YLR019W","MF","hydrolase activity"
"YLR019W","MF","phosphatase activity"
"YLR019W","BP","positive regulation of transcription from RNA polymerase II promoter in response to heat stress"
"YLR019W","BP","cellular response to salt stress"
"YLR019W","BP","negative regulation of TORC1 signaling"
"YLR020C","BP","cell wall mannoprotein biosynthetic process"
"YLR020C","MF","sterol esterase activity"
"YLR020C","CC","plasma membrane"
"YLR020C","BP","lipid metabolic process"
"YLR020C","CC","membrane"
"YLR020C","BP","lipid catabolic process"
"YLR020C","BP","sterol metabolic process"
"YLR020C","MF","hydrolase activity"
"YLR020C","CC","cell periphery"
"YLR021W","MF","molecular_function"
"YLR021W","CC","nucleus"
"YLR021W","CC","cytoplasm"
"YLR021W","BP","proteasome assembly"
"YLR021W","BP","chaperone-mediated protein complex assembly"
"YLR021W","BP","nuclear-transcribed mRNA catabolic process, non-stop decay"
"YLR022C","MF","guanyl-nucleotide exchange factor activity"
"YLR022C","CC","nucleus"
"YLR022C","CC","cytoplasm"
"YLR022C","BP","ribosome biogenesis"
"YLR022C","BP","cytosolic ribosome assembly"
"YLR023C","MF","molecular_function"
"YLR023C","CC","endoplasmic reticulum"
"YLR023C","CC","endoplasmic reticulum membrane"
"YLR023C","BP","intracellular zinc ion homeostasis"
"YLR023C","CC","membrane"
"YLR023C","MF","signaling receptor activity"
"YLR024C","CC","ubiquitin ligase complex"
"YLR024C","BP","protein polyubiquitination"
"YLR024C","MF","ubiquitin-protein transferase activity"
"YLR024C","CC","cytoplasm"
"YLR024C","BP","ubiquitin-dependent protein catabolic process"
"YLR024C","MF","zinc ion binding"
"YLR024C","BP","protein ubiquitination"
"YLR024C","MF","transferase activity"
"YLR024C","MF","metal ion binding"
"YLR024C","MF","ubiquitin protein ligase activity"
"YLR024C","BP","ubiquitin-dependent protein catabolic process via the N-end rule pathway"
"YLR024C","BP","cytoplasm protein quality control by the ubiquitin-proteasome system"
"YLR024C","CC","MUB1-RAD6-UBR2 ubiquitin ligase complex"
"YLR025W","CC","ESCRT III complex"
"YLR025W","MF","protein binding"
"YLR025W","CC","nucleus"
"YLR025W","CC","nuclear envelope"
"YLR025W","CC","cytoplasm"
"YLR025W","CC","endosome"
"YLR025W","CC","multivesicular body"
"YLR025W","CC","plasma membrane"
"YLR025W","BP","vesicle budding from membrane"
"YLR025W","BP","vacuolar transport"
"YLR025W","CC","cytoplasmic side of plasma membrane"
"YLR025W","CC","endosome membrane"
"YLR025W","BP","protein transport"
"YLR025W","CC","membrane"
"YLR025W","BP","late endosome to vacuole transport via multivesicular body sorting pathway"
"YLR025W","BP","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"YLR025W","BP","late endosome to vacuole transport"
"YLR025W","BP","reticulophagy"
"YLR025W","BP","intralumenal vesicle formation"
"YLR025W","BP","cellular response to anoxia"
"YLR025W","BP","ATP export"
"YLR025W","BP","ESCRT III complex assembly"
"YLR026C","CC","Golgi membrane"
"YLR026C","MF","SNARE binding"
"YLR026C","MF","SNAP receptor activity"
"YLR026C","CC","Golgi apparatus"
"YLR026C","CC","cis-Golgi network"
"YLR026C","BP","intracellular protein transport"
"YLR026C","BP","endoplasmic reticulum to Golgi vesicle-mediated transport"
"YLR026C","BP","intra-Golgi vesicle-mediated transport"
"YLR026C","BP","vesicle fusion"
"YLR026C","CC","endomembrane system"
"YLR026C","BP","protein transport"
"YLR026C","CC","membrane"
"YLR026C","BP","vesicle-mediated transport"
"YLR026C","CC","SNARE complex"
"YLR026C","BP","vesicle docking"
"YLR026C","BP","vesicle fusion with Golgi apparatus"
"YLR026C","BP","regulation of inclusion body assembly"
"YLR027C","MF","catalytic activity"
"YLR027C","MF","L-aspartate:2-oxoglutarate aminotransferase activity"
"YLR027C","CC","cytoplasm"
"YLR027C","CC","peroxisome"
"YLR027C","CC","cytosol"
"YLR027C","BP","amino acid metabolic process"
"YLR027C","BP","aspartate biosynthetic process"
"YLR027C","MF","transaminase activity"
"YLR027C","BP","biosynthetic process"
"YLR027C","MF","transferase activity"
"YLR027C","BP","asparagine biosynthetic process from oxaloacetate"
"YLR027C","MF","pyridoxal phosphate binding"
"YLR028C","MF","catalytic activity"
"YLR028C","MF","IMP cyclohydrolase activity"
"YLR028C","MF","phosphoribosylaminoimidazolecarboxamide formyltransferase activity"
"YLR028C","CC","cytosol"
"YLR028C","BP","purine nucleotide biosynthetic process"
"YLR028C","BP","'de novo' IMP biosynthetic process"
"YLR028C","BP","metabolic process"
"YLR028C","MF","transferase activity"
"YLR028C","MF","hydrolase activity"
"YLR029C","BP","cytoplasmic translation"
"YLR029C","MF","RNA binding"
"YLR029C","MF","structural constituent of ribosome"
"YLR029C","CC","cytoplasm"
"YLR029C","CC","ribosome"
"YLR029C","BP","translation"
"YLR029C","CC","cytosolic large ribosomal subunit"
"YLR030W","MF","molecular_function"
"YLR030W","CC","cellular_component"
"YLR030W","BP","biological_process"
"YLR031W","MF","molecular_function"
"YLR031W","CC","cellular_component"
"YLR031W","BP","biological_process"
"YLR032W","MF","nucleotide binding"
"YLR032W","BP","protein polyubiquitination"
"YLR032W","MF","four-way junction DNA binding"
"YLR032W","MF","Y-form DNA binding"
"YLR032W","CC","chromosome, telomeric region"
"YLR032W","MF","nucleic acid binding"
"YLR032W","MF","DNA binding"
"YLR032W","MF","helicase activity"
"YLR032W","MF","ATP binding"
"YLR032W","CC","nucleus"
"YLR032W","CC","cytoplasm"
"YLR032W","BP","DNA repair"
"YLR032W","BP","postreplication repair"
"YLR032W","BP","double-strand break repair"
"YLR032W","BP","cellular response to DNA damage stimulus"
"YLR032W","MF","ATP-dependent activity, acting on DNA"
"YLR032W","MF","zinc ion binding"
"YLR032W","MF","four-way junction helicase activity"
"YLR032W","BP","free ubiquitin chain polymerization"
"YLR032W","MF","hydrolase activity"
"YLR032W","MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"YLR032W","BP","DNA duplex unwinding"
"YLR032W","BP","error-free postreplication DNA repair"
"YLR032W","BP","error-prone translesion synthesis"
"YLR032W","MF","metal ion binding"
"YLR032W","BP","error-free translesion synthesis"
"YLR033W","CC","nucleus"
"YLR033W","BP","chromatin organization"
"YLR033W","BP","nucleosome disassembly"
"YLR033W","BP","chromatin remodeling"
"YLR033W","BP","regulation of transcription by RNA polymerase II"
"YLR033W","BP","transcription elongation by RNA polymerase II"
"YLR033W","MF","DNA translocase activity"
"YLR033W","CC","RSC-type complex"
"YLR034C","CC","fungal-type vacuole membrane"
"YLR034C","MF","manganese ion transmembrane transporter activity"
"YLR034C","CC","vacuole"
"YLR034C","CC","vacuolar membrane"
"YLR034C","CC","endoplasmic reticulum"
"YLR034C","CC","endoplasmic reticulum membrane"
"YLR034C","CC","plasma membrane"
"YLR034C","BP","monoatomic ion transport"
"YLR034C","BP","iron ion transport"
"YLR034C","BP","intracellular iron ion homeostasis"
"YLR034C","MF","cadmium ion transmembrane transporter activity"
"YLR034C","CC","membrane"
"YLR034C","MF","inorganic cation transmembrane transporter activity"
"YLR034C","BP","metal ion transport"
"YLR034C","BP","intracellular manganese ion homeostasis"
"YLR034C","MF","metal ion binding"
"YLR034C","MF","metal ion transmembrane transporter activity"
"YLR034C","BP","iron ion homeostasis"
"YLR034C","BP","cadmium ion transmembrane transport"
"YLR034C","BP","manganese ion transmembrane transport"
"YLR034C","BP","monoatomic cation transmembrane transport"
"YLR035C","MF","heteroduplex DNA loop binding"
"YLR035C","MF","bubble DNA binding"
"YLR035C","MF","ATP binding"
"YLR035C","CC","nucleus"
"YLR035C","BP","DNA repair"
"YLR035C","BP","mismatch repair"
"YLR035C","BP","cellular response to DNA damage stimulus"
"YLR035C","BP","reciprocal meiotic recombination"
"YLR035C","MF","ATP hydrolysis activity"
"YLR035C","MF","mismatched DNA binding"
"YLR035C","CC","mismatch repair complex"
"YLR035C","CC","MutLbeta complex"
"YLR035C-A","MF","nucleotide binding"
"YLR035C-A","CC","retrotransposon nucleocapsid"
"YLR035C-A","MF","nucleic acid binding"
"YLR035C-A","MF","DNA binding"
"YLR035C-A","MF","RNA binding"
"YLR035C-A","MF","catalytic activity"
"YLR035C-A","MF","DNA-directed DNA polymerase activity"
"YLR035C-A","MF","RNA-directed DNA polymerase activity"
"YLR035C-A","MF","aspartic-type endopeptidase activity"
"YLR035C-A","MF","nuclease activity"
"YLR035C-A","MF","endonuclease activity"
"YLR035C-A","MF","RNA-DNA hybrid ribonuclease activity"
"YLR035C-A","MF","ATP binding"
"YLR035C-A","CC","nucleus"
"YLR035C-A","CC","cytoplasm"
"YLR035C-A","BP","RNA-templated DNA biosynthetic process"
"YLR035C-A","BP","DNA recombination"
"YLR035C-A","BP","proteolysis"
"YLR035C-A","BP","metabolic process"
"YLR035C-A","MF","peptidase activity"
"YLR035C-A","BP","DNA integration"
"YLR035C-A","MF","transferase activity"
"YLR035C-A","MF","nucleotidyltransferase activity"
"YLR035C-A","MF","hydrolase activity"
"YLR035C-A","BP","transposition"
"YLR035C-A","BP","transposition, RNA-mediated"
"YLR035C-A","MF","metal ion binding"
"YLR035C-A","BP","DNA biosynthetic process"
"YLR035C-A","BP","nucleic acid phosphodiester bond hydrolysis"
"YLR035C-A","BP","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YLR036C","MF","nucleotide binding"
"YLR036C","MF","molecular_function"
"YLR036C","MF","ATP binding"
"YLR036C","BP","biological_process"
"YLR036C","CC","membrane"
"YLR037C","CC","fungal-type vacuole"
"YLR037C","MF","molecular_function"
"YLR037C","MF","structural constituent of cell wall"
"YLR037C","CC","extracellular region"
"YLR037C","CC","cell wall"
"YLR037C","BP","biological_process"
"YLR037C","CC","fungal-type cell wall"
"YLR037C","BP","fungal-type cell wall organization"
"YLR037C","BP","cell wall organization"
"YLR038C","MF","cytochrome-c oxidase activity"
"YLR038C","CC","mitochondrion"
"YLR038C","CC","mitochondrial inner membrane"
"YLR038C","CC","mitochondrial respiratory chain complex IV"
"YLR038C","CC","mitochondrial intermembrane space"
"YLR038C","BP","oxidative phosphorylation"
"YLR038C","CC","membrane"
"YLR038C","MF","oxidoreductase activity"
"YLR038C","BP","electron transport chain"
"YLR038C","BP","mitochondrial cytochrome c oxidase assembly"
"YLR038C","BP","proton transmembrane transport"
"YLR039C","CC","Golgi membrane"
"YLR039C","MF","guanyl-nucleotide exchange factor activity"
"YLR039C","CC","Golgi apparatus"
"YLR039C","CC","cis-Golgi network"
"YLR039C","CC","cytosol"
"YLR039C","BP","intracellular protein transport"
"YLR039C","CC","membrane"
"YLR039C","CC","guanyl-nucleotide exchange factor complex"
"YLR039C","CC","Ric1-Rgp1 guanyl-nucleotide exchange factor complex"
"YLR039C","BP","retrograde transport, endosome to Golgi"
"YLR040C","BP","response to pheromone triggering conjugation with cellular fusion"
"YLR040C","MF","molecular_function"
"YLR040C","CC","extracellular region"
"YLR040C","CC","cell wall"
"YLR040C","CC","fungal-type cell wall"
"YLR040C","CC","membrane"
"YLR040C","CC","cell periphery"
"YLR042C","CC","fungal-type vacuole"
"YLR042C","MF","molecular_function"
"YLR042C","CC","extracellular region"
"YLR042C","CC","cell wall"
"YLR042C","BP","biological_process"
"YLR042C","CC","fungal-type cell wall"
"YLR042C","CC","membrane"
"YLR042C","CC","cell periphery"
"YLR043C","BP","vacuole inheritance"
"YLR043C","CC","Golgi membrane"
"YLR043C","CC","nucleus"
"YLR043C","CC","cytoplasm"
"YLR043C","CC","mitochondrion"
"YLR043C","CC","mitochondrial intermembrane space"
"YLR043C","CC","Golgi apparatus"
"YLR043C","CC","cytosol"
"YLR043C","BP","glycerol ether metabolic process"
"YLR043C","BP","endoplasmic reticulum to Golgi vesicle-mediated transport"
"YLR043C","BP","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
"YLR043C","BP","deoxyribonucleotide biosynthetic process"
"YLR043C","BP","protein transport"
"YLR043C","MF","protein-disulfide reductase activity"
"YLR043C","MF","disulfide oxidoreductase activity"
"YLR043C","CC","membrane"
"YLR043C","BP","vacuole fusion, non-autophagic"
"YLR043C","BP","cell redox homeostasis"
"YLR043C","BP","protein deglutathionylation"
"YLR044C","MF","magnesium ion binding"
"YLR044C","BP","aromatic amino acid family catabolic process to alcohol via Ehrlich pathway"
"YLR044C","BP","amino acid catabolic process via Ehrlich pathway"
"YLR044C","MF","catalytic activity"
"YLR044C","MF","pyruvate decarboxylase activity"
"YLR044C","CC","nucleus"
"YLR044C","CC","cytoplasm"
"YLR044C","CC","cytosol"
"YLR044C","BP","pyruvate metabolic process"
"YLR044C","BP","L-phenylalanine catabolic process"
"YLR044C","BP","tryptophan catabolic process"
"YLR044C","BP","metabolic process"
"YLR044C","BP","branched-chain amino acid catabolic process"
"YLR044C","MF","lyase activity"
"YLR044C","MF","carboxy-lyase activity"
"YLR044C","BP","glycolytic fermentation to ethanol"
"YLR044C","MF","thiamine pyrophosphate binding"
"YLR044C","BP","regulation of viral genome replication"
"YLR044C","CC","replication compartment"
"YLR044C","MF","metal ion binding"
"YLR044C","MF","branched-chain-2-oxoacid decarboxylase activity"
"YLR044C","MF","indolepyruvate decarboxylase activity"
"YLR044C","MF","phenylpyruvate decarboxylase activity"
"YLR045C","CC","chromosome, centromeric region"
"YLR045C","CC","kinetochore"
"YLR045C","CC","spindle pole"
"YLR045C","CC","chromosome"
"YLR045C","CC","cytoplasm"
"YLR045C","CC","spindle pole body"
"YLR045C","CC","spindle"
"YLR045C","CC","cytoskeleton"
"YLR045C","CC","microtubule"
"YLR045C","CC","spindle microtubule"
"YLR045C","CC","cell cortex"
"YLR045C","BP","mitotic spindle organization"
"YLR045C","MF","microtubule binding"
"YLR045C","BP","establishment or maintenance of microtubule cytoskeleton polarity"
"YLR045C","CC","microtubule plus-end"
"YLR045C","BP","microtubule polymerization"
"YLR045C","MF","microtubule plus end polymerase"
"YLR046C","CC","fungal-type vacuole"
"YLR046C","MF","molecular_function"
"YLR046C","CC","plasma membrane"
"YLR046C","BP","biological_process"
"YLR046C","CC","membrane"
